Sample Index	EXG Channel 0	EXG Channel 1	EXG Channel 2	EXG Channel 3	EXG Channel 4	EXG Channel 5	EXG Channel 6	EXG Channel 7	EXG Channel 8	EXG Channel 9	EXG Channel 10	EXG Channel 11	EXG Channel 12	EXG Channel 13	EXG Channel 14	EXG Channel 15	Accel Channel 0	Accel Channel 1	Accel Channel 2	Other	Other	Other	Other	Other	Other	Other	Analog Channel 0	Analog Channel 1	Analog Channel 2	Timestamp	Other
150.000000	24.707172	15.039845	-14.517760	62.127259	125.807508	19.929795	19.922675	184.674713	165.040871	-42.626892	67.098754	330.603820	143.765960	-120.037015	166.180629	816.253113	0.968417	0.943857	0.979689	0.806879	0.879983	0.820444	0.952998	507.806413	263512.370423	36.598421	1056.606806	992.391555	90.712070	1693806262.006668	0.000000
151.000000	24.488912	9.359258	-2.940512	84.020990	75.939233	-44.355873	74.004162	163.322248	45.247887	6.555300	304.117620	180.021959	-12.297229	185.736667	465.450875	16.542653	0.965303	0.875476	0.984288	0.892947	0.869477	0.995577	1.021113	517.179188	248482.491987	36.606492	936.338391	1079.291653	95.229370	1693806262.010670	0.000000
152.000000	23.541622	1.953166	10.547758	93.608718	34.182068	4.238909	137.134035	100.144221	-59.511270	143.249102	261.962942	0.694494	245.270650	620.097767	-86.453959	-34.121174	0.833233	0.856263	0.919321	0.875606	0.857828	0.997077	0.955916	504.199694	232635.858423	36.598877	1012.739051	982.246326	86.912680	1693806262.014670	0.000000
153.000000	23.285979	-1.762099	23.283948	91.877861	9.018685	38.073706	152.619279	-5.605673	32.174882	212.560742	11.978662	70.735924	487.815757	148.760245	-21.324696	420.658718	0.915750	0.864122	0.807787	0.981730	0.914392	0.861029	1.091517	472.340525	254037.811256	36.596925	1027.890252	1044.508073	95.963434	1693806262.018670	0.000000
154.000000	21.482101	-6.351507	39.107091	78.679362	-8.486873	89.097597	118.133144	-90.635368	211.941709	114.266923	-108.543607	327.061910	114.276825	81.986037	454.299983	130.823762	0.887210	0.917652	0.820446	0.952562	0.857452	0.938614	1.081662	514.743809	242256.102296	36.599282	942.240667	1028.812665	89.600348	1693806262.022682	0.000000
155.000000	21.366664	-6.540606	57.274779	53.429898	-15.300478	141.055489	16.224540	67.257712	168.897335	-37.159997	276.232607	236.205048	50.658424	379.773822	128.763935	97.497450	0.868365	0.887506	0.889164	0.845260	0.894865	0.834641	1.006771	475.471660	258426.701497	36.593878	1019.305953	1057.595757	95.665688	1693806262.026666	0.000000
156.000000	19.273572	-8.703757	61.540222	22.159358	20.865057	116.459166	2.071559	314.352799	98.224113	-4.217123	260.294227	-96.928635	169.024687	170.362866	-55.992822	399.685751	0.828357	0.831012	0.900187	0.828156	0.856007	0.850437	1.095567	460.541431	247953.490782	36.595408	964.743458	903.159211	95.360872	1693806262.030659	0.000000
157.000000	18.470853	-7.607687	71.797877	6.286789	62.040957	95.893663	13.431841	217.005064	-13.494550	131.043521	137.998692	62.404009	280.983838	-93.354593	362.938960	144.124281	0.849838	0.960268	0.856923	0.953854	0.975126	0.808179	1.050267	509.359129	267989.637740	36.594986	1097.823998	1044.984897	89.394266	1693806262.034664	0.000000
158.000000	17.093329	-3.671985	68.770403	-6.258084	92.713679	29.149443	62.338842	142.822732	-55.895455	282.740457	-110.426500	173.838420	106.470532	115.731239	319.795375	-134.383261	0.999929	0.828080	0.899061	0.893772	0.824096	0.951645	0.924979	531.344701	259519.798539	36.598681	933.278675	980.351907	93.775887	1693806262.038675	0.000000
159.000000	15.129253	0.407675	63.100667	-12.497218	123.002727	-37.748487	138.393887	29.707318	111.262206	115.245883	59.398083	535.145476	-108.154499	444.057538	-119.432463	485.136567	0.999048	0.887057	0.904441	0.985413	0.930765	0.800070	0.969170	483.727956	249560.569892	36.606172	959.225001	1013.762164	80.620692	1693806262.042681	0.000000
160.000000	13.420496	6.740434	56.220240	-6.440451	113.404274	-22.772386	195.118807	-40.272259	182.369885	-2.081011	226.719736	-12.556647	228.670524	100.377932	323.861783	172.526090	0.854770	0.829374	0.946913	0.871095	0.879582	0.930285	0.909298	517.183088	269210.710816	36.590743	1075.964655	959.260892	81.988048	1693806262.046680	0.000000
161.000000	11.792680	14.773259	39.968320	24.031433	81.042504	25.823510	139.373297	32.823311	352.500012	9.751045	191.468762	-113.864410	290.734996	-75.718328	577.672071	-180.003175	0.869002	0.979305	0.869285	0.848029	0.839223	0.806113	1.000175	475.476983	273397.552741	36.606337	936.740349	939.181258	84.320167	1693806262.050677	0.000000
162.000000	10.000000	21.480007	25.915200	49.992670	37.024479	82.243514	31.472090	103.946494	74.224679	184.235960	13.880846	194.733085	82.059226	178.479688	55.590116	401.216173	0.908317	0.859253	0.862217	0.817696	0.964048	0.980639	0.967073	512.495457	270080.011988	36.607065	928.095276	1087.890652	84.509688	1693806262.054678	0.000000
163.000000	8.201847	28.014819	8.571915	77.995841	9.838455	133.333260	-25.001283	230.729355	-110.428078	193.084803	-111.081403	355.259094	52.933919	297.002882	49.231925	293.330842	0.982585	0.842343	0.953135	0.994315	0.879398	0.970556	0.982848	498.209416	257169.979613	36.594565	938.862148	1048.837419	96.873704	1693806262.058682	0.000000
164.000000	6.458619	34.313137	-6.039899	91.510238	-28.832593	153.502817	3.208690	166.878095	53.271039	118.991020	128.294566	9.387240	283.765800	-27.098784	405.188855	-65.082045	0.882865	0.992803	0.835784	0.959253	0.810528	0.959370	1.098322	471.116929	267029.424237	36.608642	1028.379303	948.391259	91.441867	1693806262.062689	0.000000
165.000000	4.859706	42.018663	-10.169872	104.142603	-13.987366	121.978389	49.227791	63.416445	145.983530	19.815601	251.240973	-9.490600	241.757929	24.277356	140.313243	493.700354	0.973071	0.970385	0.995394	0.939327	0.900685	0.942294	1.029356	515.761034	258097.662148	36.603237	905.211563	932.874086	93.414041	1693806262.066675	0.000000
166.000000	3.204465	43.344538	-14.513778	93.527698	17.063011	50.553950	147.882095	-0.861276	164.073718	-35.001253	146.388886	193.020336	-74.722836	405.223048	83.148220	512.277190	0.908677	0.916659	0.812299	0.904509	0.906532	0.967026	1.066168	542.582802	250642.003764	36.597804	990.203337	990.670635	94.147109	1693806262.070665	0.000000
167.000000	1.824418	44.922743	-7.692475	67.682469	65.582179	-13.054272	186.699009	-25.613181	107.786633	137.072010	-72.407387	321.158013	-47.807984	136.632912	244.004490	6.282544	0.836032	0.896730	0.888105	0.907574	0.978060	0.856718	1.009651	531.213002	238606.684684	36.590864	1024.471758	1097.878906	95.630412	1693806262.074676	0.000000
168.000000	0.550087	47.362845	3.428539	38.653026	93.272989	-4.725587	147.581170	88.115623	16.449450	198.859367	-1.670191	85.007015	290.346576	3.587701	210.524224	229.263775	0.856376	0.961427	0.915131	0.982073	0.886408	0.903847	0.985688	519.767661	247641.169268	36.594272	1051.417953	911.389445	86.539393	1693806262.078682	0.000000
169.000000	-0.824790	46.356035	13.499543	12.441571	105.548561	-5.715913	52.856588	206.602005	-60.660124	129.326520	199.634074	-1.773586	189.211426	489.076991	-11.251645	254.151412	0.881938	0.925523	0.985515	0.987576	0.900016	0.869742	0.935302	489.726613	260373.957541	36.594108	944.006209	1001.831657	88.055253	1693806262.082684	0.000000
170.000000	-1.380404	42.760581	28.807362	-16.185262	96.554843	59.863354	5.390334	169.285369	91.907633	14.617063	227.460899	126.273028	33.291250	551.823806	174.355338	80.542851	0.809480	0.835258	0.923150	0.819052	0.868700	0.940178	0.900238	538.469831	270121.691981	36.600452	1092.161580	1011.778637	99.276563	1693806262.086689	0.000000
171.000000	-3.330297	38.876683	42.699987	-5.762495	75.807066	107.907090	-37.199025	83.396486	233.516915	11.734955	34.983710	292.021551	119.836515	30.546762	412.519500	159.463651	0.815636	0.889364	0.828639	0.821304	0.836049	0.848373	0.990476	535.220950	276038.875080	36.605039	1087.377721	903.555072	89.784088	1693806262.090687	0.000000
172.000000	-3.727427	34.939214	59.608055	-15.051882	37.172065	120.585861	46.315577	9.580150	210.617914	133.252895	-83.759935	131.663322	628.329396	78.747179	-32.069087	412.180795	0.904231	0.826880	0.882647	0.808266	0.865835	0.935622	0.928895	509.303066	274411.373689	36.594717	1011.285873	1042.755928	87.709155	1693806262.094683	0.000000
173.000000	-3.874463	29.657809	71.305555	2.522573	6.637269	131.977493	109.017437	-22.982501	69.471206	302.656630	109.382919	-65.559174	184.996129	205.596235	13.570878	-96.145291	0.913439	0.981492	0.853494	0.869423	0.931979	0.811623	1.027529	547.098914	245679.480318	36.600081	1043.758831	925.496698	98.847459	1693806262.098686	0.000000
174.000000	-4.499577	22.016351	69.801383	33.578654	-7.592098	69.239045	390.406171	68.131590	-29.054708	230.588047	205.622470	71.183741	-62.031498	214.036811	494.674197	72.284980	0.843278	0.914226	0.929357	0.854695	0.884404	0.984545	1.003900	534.760833	242247.452744	36.596417	918.246803	960.274104	81.882121	1693806262.102687	0.000000
175.000000	-4.133445	15.479281	73.872005	65.141569	-15.545570	11.024585	311.300499	149.409239	45.883208	-23.122949	316.737180	256.811201	111.585142	-101.964767	301.088606	387.788990	0.999390	0.826211	0.851882	0.982962	0.927710	0.827199	1.097944	535.572163	277145.841804	36.596901	995.689992	940.818726	80.512890	1693806262.106693	0.000000
176.000000	-3.463415	9.109042	66.067771	83.849570	27.884526	-23.103022	134.772901	187.479099	167.303489	23.117936	-62.090127	188.906700	267.785154	163.700030	-236.310934	84.936098	0.887919	0.875616	0.882204	0.851346	0.907696	0.943369	0.907320	549.001056	273158.223536	36.596511	980.422097	921.129522	86.525128	1693806262.110692	0.000000
177.000000	-3.732459	0.679126	54.217816	98.942870	62.739552	-23.399650	1.658054	122.089421	172.627927	162.545345	-40.656362	-13.401234	135.840095	261.163804	466.953708	42.815026	0.960805	0.824202	0.853165	0.989883	0.897559	0.966753	0.959844	498.281727	263393.243280	36.608066	1084.570935	1016.516015	80.985511	1693806262.114693	0.000000
178.000000	-3.399537	-1.631178	37.027656	97.532836	98.186022	39.014713	-56.544195	-5.058073	116.812315	265.921852	237.435894	67.799218	-159.329090	-1.588841	325.025937	564.778717	0.927828	0.822066	0.885240	0.881736	0.951852	0.937551	1.056208	537.932766	273494.395659	36.596535	1098.413960	947.420178	94.619528	1693806262.118694	0.000000
179.000000	-1.918977	-4.138923	21.043443	79.407015	126.529332	109.250921	22.998197	-21.927404	-16.919338	119.991940	265.268128	557.951851	151.564096	52.770255	-50.811922	113.874912	0.950804	0.986580	0.806266	0.956142	0.933595	0.936636	0.924287	539.964026	270046.614139	36.609674	1028.310616	1028.774680	95.414829	1693806262.122691	0.000000
180.000000	-1.145855	-8.275255	7.236452	54.369054	114.508163	131.392828	108.568486	29.648690	-40.961479	14.019086	86.976538	437.374526	314.083943	236.939666	156.698777	-47.689890	0.932550	0.904605	0.964804	0.872741	0.981945	0.968453	1.029303	521.723426	258082.336647	36.591478	954.244866	967.493325	81.871895	1693806262.126702	0.000000
181.000000	0.214640	-9.910135	-7.234433	24.016114	85.939961	140.048984	162.523813	128.299992	71.285838	-4.004538	0.169449	-76.219078	89.607940	199.388431	405.515635	757.345949	0.958731	0.907634	0.826016	0.929984	0.932426	0.888187	0.948880	488.897618	247922.112658	36.591988	994.878009	1064.505549	99.556756	1693806262.130693	0.000000
182.000000	1.553988	-4.105185	-12.209514	2.038526	38.779785	87.865846	134.431835	213.377043	240.184715	162.208790	96.534195	-54.186654	-154.796594	-158.725568	-87.841038	143.277854	0.887706	0.836053	0.978024	0.943127	0.976018	0.846991	1.032973	521.764173	278347.403428	36.600390	1068.270296	921.578379	92.959030	1693806262.134693	0.000000
183.000000	3.182739	-4.589557	-12.532450	-5.548092	-2.834946	25.332429	75.598805	158.175967	215.129504	264.852153	311.094352	206.507823	202.830645	133.093548	-41.504830	23.149511	0.902004	0.943278	0.853831	0.851415	0.863225	0.972274	0.964254	454.806570	249892.831126	36.608876	939.954257	1026.471089	93.785312	1693806262.138694	0.000000
184.000000	4.615540	2.695777	-11.279529	-17.623627	-9.884041	-13.589361	-16.861929	31.898992	72.699576	118.837007	177.636365	299.485047	399.231654	318.468632	309.617698	360.005491	0.831242	0.855682	0.917304	0.894550	0.917642	0.923176	0.928478	532.790154	248528.765272	36.607127	1038.005251	1070.729511	85.244042	1693806262.142699	0.000000
185.000000	6.448472	6.985075	5.752878	-3.644837	-9.729430	-9.928895	-21.091780	-106.269894	-74.960971	-62.209832	-21.549883	13.852907	27.098379	102.705174	129.236576	206.490967	0.811425	0.891632	0.808329	0.897513	0.904476	0.985322	0.901443	499.824949	261109.635744	36.595872	1076.346035	1056.745626	89.671228	1693806262.146668	0.000000
186.000000	8.196276	13.861544	17.341643	16.808422	13.458431	7.682530	1.320046	18.001486	37.884595	25.440272	-68.977254	45.572534	-109.182942	-188.183751	-95.313241	68.394476	0.821974	0.931522	0.862548	0.939892	0.851201	0.980703	1.000936	496.039117	241002.086708	36.600661	909.900876	1033.877215	92.212925	1693806262.150693	0.000000
187.000000	10.000000	21.463903	34.111576	48.161892	66.448712	81.672297	103.062671	229.865023	160.210627	137.193980	191.047055	252.594266	233.888911	596.176891	243.309502	398.283913	0.820496	0.901178	0.891491	0.980633	0.939293	0.904949	0.910417	467.991545	258484.239511	36.598702	988.470844	917.323770	87.990165	1693806262.154694	0.000000
188.000000	11.813303	27.703694	52.216495	67.504070	113.657902	111.417679	190.863887	192.516440	416.085719	254.908395	271.843072	214.322897	302.317543	526.486290	326.605358	199.912475	0.990613	0.916407	0.885306	0.889149	0.801362	0.829335	0.990335	529.118521	237506.640903	36.596238	1098.338198	1060.328624	82.364235	1693806262.158696	0.000000
189.000000	13.615193	34.700989	59.113470	91.771452	114.096967	163.733877	158.781788	190.889601	315.467018	114.664673	97.104909	26.080222	-61.850181	-1.923086	90.209053	-59.056651	0.894249	0.923983	0.937331	0.897377	0.926591	0.856676	0.994840	473.581847	268008.474344	36.606523	914.632410	1093.199020	85.127647	1693806262.162698	0.000000
190.000000	15.085200	40.014703	74.212214	90.168531	111.874045	112.094747	93.031679	57.818439	30.811102	-73.632319	-29.298505	-68.935884	-45.274173	58.013353	161.856818	234.160130	0.927052	0.878108	0.997367	0.825500	0.840255	0.808411	0.967181	469.236350	244769.958966	36.600925	1005.660213	952.981066	99.259537	1693806262.166704	0.000000
191.000000	17.044469	43.304648	75.445074	94.031243	86.189087	50.637895	-0.491177	-5.647620	-35.203031	-25.868290	76.416580	194.875079	527.235426	354.324306	697.234557	229.785856	0.966583	0.910429	0.833956	0.943906	0.997339	0.807744	0.927556	495.683095	231996.756201	36.609935	1005.913729	998.793312	83.480424	1693806262.170700	0.000000
192.000000	18.530188	47.364377	74.649507	64.995179	36.444137	7.927756	-32.360744	20.478018	68.399708	134.995792	174.861057	336.360358	243.573676	132.895522	127.923045	22.032775	0.837793	0.874788	0.903170	0.901504	0.906829	0.920485	1.074362	548.077128	265267.248998	36.606053	972.150397	1048.045152	88.729249	1693806262.174932	0.000000
193.000000	19.575646	47.226767	64.005890	38.611289	-14.469604	-37.200558	9.843663	91.970878	199.391727	182.265041	245.636358	95.606461	-109.951854	-36.980126	120.989933	199.846476	0.879002	0.827795	0.911078	0.818723	0.968781	0.839925	0.985681	482.480159	250995.703741	36.605779	1066.784595	938.553871	82.360766	1693806262.178701	0.000000
194.000000	20.848585	46.949567	48.996062	7.499081	-15.153622	-5.031288	82.553625	200.873730	198.641634	119.610606	47.685906	-127.083948	56.156242	260.479181	451.233692	574.443882	0.841478	0.978559	0.863494	0.927901	0.961743	0.873732	1.009335	528.678051	275394.528297	36.603747	922.141605	936.082251	96.295672	1693806262.182922	0.000000
195.000000	21.785867	43.224976	30.966494	-5.605878	-10.190734	59.873116	170.545489	202.566106	87.566980	-48.422847	24.102362	130.000222	382.513944	192.599701	128.974672	20.055386	0.955548	0.866158	0.907642	0.820940	0.963925	0.899279	0.905909	452.007585	259773.585593	36.608586	913.675905	1050.383861	93.518422	1693806262.186702	0.000000
196.000000	22.664602	42.242931	15.676315	-14.635880	23.484782	128.637495	188.768859	82.839024	-38.304733	-52.128573	156.374192	312.682658	219.010193	-14.108483	-21.542068	308.061282	0.904266	0.994144	0.952734	0.954300	0.936744	0.832822	1.087717	453.775133	235538.073550	36.599195	1055.828707	980.386907	85.894055	1693806262.190703	0.000000
197.000000	23.760928	35.558438	-2.287628	-6.538742	63.724320	150.714801	101.527690	3.233567	-40.704972	190.967538	436.381519	129.384999	33.289488	82.621014	336.500235	428.836770	0.963072	0.805101	0.971283	0.847221	0.918087	0.801145	0.916617	467.281711	244708.196091	36.598708	1028.557278	957.126546	83.518137	1693806262.194704	0.000000
198.000000	23.310338	29.323140	-13.299248	2.142759	106.244651	114.064747	21.120679	-57.281640	110.437612	209.135151	212.945113	-135.428213	89.042673	389.051074	293.908540	-5.434478	0.943911	0.842733	0.993749	0.810070	0.887693	0.873612	1.078723	525.234356	250480.419147	36.607804	1000.153044	1086.499756	94.976293	1693806262.198704	0.000000
199.000000	23.708555	22.250443	-7.467168	34.152976	127.096998	68.215763	-41.342225	63.183997	253.986667	242.408576	-136.818364	176.003719	377.646113	167.875976	56.319760	68.008161	0.883250	0.946442	0.804724	0.947450	0.850758	0.884792	0.950615	451.782018	254795.716891	36.606727	1072.312649	974.223814	84.409605	1693806262.202709	0.000000
200.000000	24.719400	15.528851	-5.109935	64.693968	122.297679	-1.292766	-15.246284	195.165370	166.483353	-3.454076	78.977717	434.290145	144.424031	-120.036281	159.710167	264.563148	0.923205	0.822798	0.837883	0.820191	0.962946	0.862939	0.970156	499.772232	268084.088550	36.593762	1016.476957	1055.023124	94.860313	1693806262.206710	0.000000
201.000000	24.575689	8.915265	-0.149917	77.831693	83.136667	-2.854260	74.632259	172.572114	49.949988	-36.295882	310.546358	355.810842	-159.754725	186.645358	272.804069	-24.466590	0.817646	0.996600	0.912094	0.811112	0.958921	0.861847	0.966306	543.983275	257829.937218	36.595868	1085.596277	1082.203775	92.515015	1693806262.210707	0.000000
202.000000	23.432346	2.753984	10.806416	87.533996	38.469554	-20.009538	175.122589	115.870255	-53.210649	143.298939	210.293798	-72.769574	123.414469	404.475685	-5.315272	-15.554883	0.819383	0.959006	0.824170	0.828606	0.931555	0.948396	1.099389	482.626457	249588.885246	36.598378	908.229308	957.494357	91.267533	1693806262.214714	0.000000
203.000000	23.113860	-1.582562	23.341909	85.212090	-9.518741	35.108898	145.122826	0.817499	53.610448	209.695666	47.987203	74.684829	310.330059	150.890324	5.261823	533.120136	0.870975	0.895092	0.927429	0.842243	0.952162	0.897219	0.907157	548.339992	252649.912116	36.593055	1075.861457	1002.464252	82.438055	1693806262.218708	0.000000
204.000000	22.438085	-7.664761	38.609112	81.434020	-17.040745	107.789355	118.978194	-53.796627	171.753345	137.577913	2.743586	231.543219	108.372684	-0.710446	276.433848	79.139020	0.864269	0.836022	0.826024	0.801416	0.987614	0.833778	0.915163	502.389059	247508.643004	36.607135	906.199657	1020.994625	97.174736	1693806262.222709	0.000000
205.000000	20.719945	-9.815376	54.369494	54.633755	-7.430475	117.222388	15.750904	32.786114	156.666511	-15.190165	154.745342	166.371226	24.499557	543.485698	130.646408	-24.865326	0.842248	0.991527	0.977033	0.941920	0.886890	0.859931	0.906759	477.576725	242053.416190	36.602450	942.129518	1049.923274	86.939148	1693806262.226714	0.000000
206.000000	19.877408	-7.924268	64.455161	22.262759	13.951351	116.078155	-7.185699	149.170354	105.870840	25.541158	328.389447	34.653806	180.011405	218.461576	99.303304	424.195494	0.845729	0.800492	0.947901	0.956738	0.951928	0.824353	1.016283	534.982998	269273.869917	36.594503	1069.195857	1016.740521	86.565694	1693806262.230714	0.000000
207.000000	18.320426	-6.630461	70.735163	-5.712050	64.178713	98.748656	-37.219208	217.523346	-35.877888	174.748109	123.974208	6.072039	271.501009	5.143894	601.944908	138.652161	0.951320	0.902396	0.902716	0.822492	0.899346	0.936970	0.918597	461.324004	235179.314699	36.592422	934.629129	993.808460	97.526983	1693806262.234722	0.000000
208.000000	16.674311	-2.883527	77.072644	-7.933051	90.350304	36.236686	64.399414	115.099270	19.047714	183.443483	-100.817620	211.945409	86.810294	131.179538	499.404793	-164.274810	0.922616	0.802675	0.882672	0.874510	0.806489	0.856811	1.011175	516.781813	253948.333400	36.597959	1039.511980	1053.312885	81.754672	1693806262.238717	0.000000
209.000000	14.961410	2.817294	68.141532	-24.484878	135.093799	-36.059871	290.688605	29.805682	113.748214	114.234045	17.711903	217.569668	-159.469497	244.607484	-63.749298	640.978202	0.947749	0.900496	0.822941	0.843626	0.935836	0.835059	0.960241	497.757867	275150.215031	36.605366	1029.070344	902.364924	92.083951	1693806262.242712	0.000000
210.000000	13.470508	8.349433	54.855940	-9.719689	97.656740	-22.663151	314.551754	-23.624657	208.427778	-34.272255	264.050361	38.997176	437.836696	89.282185	161.173729	365.619707	0.835011	0.959351	0.814475	0.862279	0.842356	0.838238	1.020024	473.738599	252711.385393	36.593755	1032.042823	966.644940	87.379742	1693806262.246711	0.000000
211.000000	11.736137	14.254129	42.184454	21.481397	82.546708	28.651047	256.786902	17.926114	200.674503	36.241997	248.199597	-61.745835	200.472299	-76.366378	425.421885	-244.214536	0.921942	0.823209	0.964970	0.931724	0.952989	0.998476	1.086897	533.465284	238788.679257	36.591299	1086.125083	1072.339791	96.259014	1693806262.250712	0.000000
212.000000	10.000000	21.402392	25.505197	49.704392	38.997084	82.163393	46.163472	120.914255	28.150078	153.243640	34.483641	207.560556	12.929046	303.004782	92.037411	400.950543	0.969975	0.894132	0.918326	0.808787	0.939373	0.981408	0.958013	516.851292	235558.228094	36.599601	900.557402	1014.157780	81.182286	1693806262.254714	0.000000
213.000000	8.216121	28.852302	7.790083	77.795386	5.784422	121.866376	-10.868557	149.587323	-3.493711	251.119539	18.417801	289.892925	-12.963085	303.563141	80.015835	196.115404	0.983839	0.901909	0.879963	0.869815	0.909616	0.814854	1.086399	487.967108	250750.483973	36.609881	979.878362	957.657672	97.790562	1693806262.258719	0.000000
214.000000	6.511165	35.835556	-6.464318	94.531202	-28.686299	156.983729	-28.270731	141.398639	19.449727	120.024825	122.722093	21.615500	249.035162	-122.723334	249.223779	-207.108951	0.983304	0.991703	0.822751	0.972986	0.963903	0.883307	0.906922	477.914055	254485.759849	36.606033	921.123815	1005.189731	83.359420	1693806262.262720	0.000000
215.000000	4.855770	41.954562	-7.988259	102.659501	-1.302726	101.459362	47.073686	63.212465	330.463173	21.255565	256.403664	-89.964814	186.680602	119.207887	140.287875	319.045169	0.927257	0.906933	0.878573	0.819754	0.976216	0.806038	1.090273	505.479472	240200.166041	36.605745	1002.892933	927.336813	88.087744	1693806262.266717	0.000000
216.000000	3.137077	42.633564	-17.699693	88.853521	25.456351	48.126120	121.944672	-22.830383	344.620873	-15.915689	137.245979	195.582896	31.535220	233.409046	53.127544	356.282214	0.854980	0.923705	0.983689	0.888148	0.977052	0.910682	1.057133	505.290232	269870.003896	36.602444	1011.050974	1028.113204	88.558344	1693806262.270717	0.000000
217.000000	1.817011	45.998387	-9.082123	71.068188	66.064321	7.973676	180.301396	-21.728547	234.437721	155.795893	15.546986	311.206212	-12.514317	133.535544	251.968465	-133.900182	0.870010	0.933221	0.801063	0.987973	0.935340	0.981979	0.958168	527.814341	229084.626648	36.602221	1005.955926	973.437616	88.612910	1693806262.274717	0.000000
218.000000	0.798426	48.998113	2.044302	38.570822	106.117133	-9.081376	124.758710	187.687325	22.017853	234.996703	2.232916	75.782030	241.682808	-64.580058	202.519034	225.356946	0.862054	0.999504	0.818330	0.970627	0.936136	0.845599	1.001345	511.821768	240683.698059	36.592317	939.458984	905.270347	88.075674	1693806262.278719	0.000000
219.000000	-0.473742	48.679853	14.563857	13.491543	115.143119	-11.877134	54.618982	178.352198	25.297612	121.887749	396.231654	-130.385082	172.978719	202.211421	27.997452	316.755929	0.966497	0.852464	0.849584	0.814588	0.969652	0.823505	0.930468	519.161224	239795.190574	36.597465	911.134786	917.166234	96.462704	1693806262.282727	0.000000
220.000000	-1.784919	42.651565	28.851796	-15.547335	109.150835	59.891850	-46.100781	208.650409	92.721361	13.808092	462.211138	243.848208	-13.275909	701.079349	154.735288	28.952389	0.822389	0.904725	0.855781	0.950669	0.808785	0.829970	0.977623	454.363683	259021.373956	36.608120	957.249849	981.738961	90.688576	1693806262.286725	0.000000
221.000000	-2.613526	40.082479	46.077805	-7.075131	74.122125	109.599500	9.710024	81.895886	179.923519	45.793109	127.111614	536.621929	16.032087	-83.743541	229.129960	159.029066	0.806517	0.935870	0.959007	0.840585	0.867307	0.993569	0.995807	452.137797	230177.026975	36.606307	1040.346200	1027.320181	90.583228	1693806262.290731	0.000000
222.000000	-3.709493	35.015690	58.727457	-1.389244	34.379189	130.799609	35.358536	3.775661	148.290476	182.150608	-98.009945	133.947288	356.798655	80.785952	21.913512	246.745468	0.863894	0.815225	0.922470	0.917285	0.840225	0.931226	0.979012	488.917079	273634.970937	36.605505	979.693706	989.946474	95.368337	1693806262.294722	0.000000
223.000000	-3.512470	29.152122	66.768443	10.423677	9.461625	112.446846	116.792219	-17.328061	43.224778	200.439134	109.620337	-53.011495	175.653355	211.443479	53.913246	121.131994	0.835998	0.890707	0.900340	0.999362	0.938595	0.833415	1.095748	460.454826	243247.339736	36.597904	1014.733379	970.202615	85.980044	1693806262.298723	0.000000
224.000000	-4.433412	22.021666	72.469406	35.011426	-28.496650	72.123658	191.763882	68.351157	-71.347120	227.581067	287.865274	78.828734	-97.457547	162.769906	883.798250	185.324377	0.801320	0.902762	0.963641	0.858766	0.817921	0.987137	1.018348	511.664059	240967.006318	36.605564	961.476597	979.596762	92.919518	1693806262.302727	0.000000
225.000000	-4.138413	14.602116	67.115136	66.415019	-16.212095	21.540105	157.818602	139.222148	0.549956	-20.934274	170.534581	297.157423	86.494775	-7.192374	279.446518	737.110014	0.963650	0.893955	0.946514	0.803219	0.908325	0.857337	1.020298	531.949298	266125.361626	36.593172	1096.951391	1035.733435	87.406957	1693806262.306722	0.000000
226.000000	-3.280760	7.220490	61.503623	92.596553	17.811430	-30.564658	66.580655	164.194805	165.357719	46.556053	-30.790658	198.623602	307.997254	149.607190	-164.966923	28.057734	0.987096	0.964261	0.978522	0.863722	0.988683	0.982849	1.070782	539.664926	253306.087580	36.600106	1096.725563	1008.979293	98.305563	1693806262.310731	0.000000
227.000000	-3.739195	1.652835	53.540859	90.881680	63.968570	6.119851	-1.938187	118.946678	214.709065	167.715343	-37.954873	-27.809629	278.416154	306.940322	236.705863	87.261831	0.958391	0.800840	0.874254	0.895595	0.927287	0.975396	1.072271	463.111198	249537.323135	36.605450	1036.619984	977.815662	81.410578	1693806262.314731	0.000000
228.000000	-2.198633	-0.521783	36.357542	91.870962	93.126877	40.730012	-9.862135	-19.596754	145.498063	172.153863	191.491807	34.566126	-120.582095	87.565141	227.676463	446.134100	0.852029	0.862396	0.862815	0.924989	0.908965	0.882159	1.077429	513.555660	257340.898536	36.597308	1027.738819	1019.594465	81.314195	1693806262.318737	0.000000
229.000000	-2.087485	-5.257238	21.626399	82.273864	134.720516	105.042583	29.989795	-17.481584	-2.979900	123.173777	300.878709	179.697663	273.851666	13.743897	44.767000	83.837677	0.945723	0.874076	0.967318	0.997881	0.868659	0.991197	0.901952	489.946797	232749.591727	36.608154	1053.333400	1036.768395	95.770346	1693806262.322728	0.000000
230.000000	-1.136762	-9.963874	4.967361	54.548955	116.952328	161.805492	122.084801	30.191195	-1.800972	-3.823584	88.703419	212.681154	215.759353	204.965964	169.101429	-116.122337	0.882917	0.896281	0.879068	0.904379	0.846283	0.937754	1.090673	490.420244	232365.856302	36.606421	1069.325464	977.986890	98.896372	1693806262.326727	0.000000
