nose x,nose y,nose c,left eye x,left eye y,left eye c,right eye x,right eye y,right eye c,left ear x,left ear y,left ear c,right ear x,right ear y,right ear c,left shoulder x,left shoulder y,left shoulder c,right shoulder x,right shoulder y,right shoulder c,left elbow x,left elbow y,left elbow c,right elbow x,right elbow y,right elbow c,left wrist x,left wrist y,left wrist c,right wrist x,right wrist y,right wrist c,left hip x,left hip y,left hip c,right hip x,right hip y,right hip c,left knee x,left knee y,left knee c,right knee x,right knee y,right knee c,left ankle x,left ankle y,left ankle c,right ankle x,right ankle y,right ankle c
0.34465286,0.48887798,0.3906769,0.3280034,0.49187702,0.45928255,0.3290354,0.49801958,0.2939848,0.33641493,0.49891207,0.3244882,0.32662868,0.5167894,0.25682056,0.3707344,0.5002897,0.40399364,0.37044105,0.5291536,0.36930785,0.395719,0.5092573,0.16196662,0.37695503,0.5590797,0.14333922,0.35995612,0.50042784,0.18294771,0.3466683,0.54150444,0.14595558,0.515537,0.49824828,0.4997501,0.50671744,0.53008974,0.5171311,0.60085475,0.5081073,0.39750183,0.5848504,0.52619034,0.31255615,0.68661094,0.51505184,0.25650898,0.67515504,0.53269446,0.30132133
0.34715793,0.4899021,0.41758344,0.3307649,0.49329495,0.48750117,0.3317155,0.49851406,0.32119873,0.33888122,0.50025713,0.3336994,0.33799022,0.5151373,0.2165245,0.3747799,0.50154525,0.4137312,0.3735754,0.5258642,0.3933079,0.39313754,0.5085208,0.16345379,0.35486758,0.5526689,0.17548464,0.35356137,0.5035422,0.1468668,0.3428124,0.5397899,0.13361245,0.517051,0.49892956,0.484005,0.5087678,0.528927,0.5086869,0.5987954,0.50741386,0.38780975,0.5849776,0.5257325,0.2962741,0.6715424,0.5131794,0.28572363,0.6737273,0.53177166,0.28980887
0.34934998,0.49035698,0.45201844,0.34184462,0.49122882,0.38761073,0.3425072,0.49680644,0.25244936,0.34164175,0.5005977,0.34908387,0.3417048,0.51413816,0.25783768,0.37489104,0.50080955,0.4166329,0.37524253,0.52299666,0.43112573,0.36173612,0.50262666,0.19257537,0.35079762,0.5514898,0.19183226,0.3370522,0.50442356,0.17481637,0.32468808,0.5408431,0.12892993,0.5166391,0.49852765,0.49829924,0.50973743,0.5275247,0.5248729,0.5994346,0.50652766,0.38791886,0.58777213,0.52438945,0.33229822,0.673109,0.51262605,0.26725578,0.6755993,0.5308564,0.28897694
0.3527126,0.49021408,0.45930457,0.34485504,0.49117464,0.42093095,0.3452114,0.49669957,0.27369398,0.34432518,0.5000359,0.35163158,0.34395632,0.5139988,0.2828691,0.37873864,0.501606,0.42243874,0.37809694,0.5236527,0.47091255,0.3635558,0.50640136,0.1969905,0.35145748,0.5526885,0.20839177,0.33885497,0.5067023,0.16789949,0.32564774,0.54138297,0.13140789,0.5175101,0.49633834,0.46406427,0.5113524,0.5273223,0.53551567,0.60068095,0.50672805,0.40435305,0.5894623,0.5237298,0.3497679,0.6733181,0.5125978,0.2831897,0.67608845,0.5304768,0.30405048
0.3515967,0.489685,0.47344005,0.33885688,0.49386007,0.5205437,0.34015116,0.49819732,0.36346078,0.3437048,0.5033158,0.3660894,0.34345362,0.514432,0.27671352,0.38037395,0.5049839,0.4271502,0.37991816,0.5221005,0.46758133,0.36176592,0.504458,0.19813922,0.3450827,0.54585874,0.19529554,0.33655673,0.5056453,0.1628536,0.32331467,0.53920454,0.11999006,0.5188656,0.49759692,0.50593877,0.5143454,0.524385,0.5240836,0.5978151,0.5077986,0.4017836,0.5902141,0.5229292,0.31311327,0.6711011,0.51492625,0.32977077,0.67555666,0.5307755,0.30165264
0.35530195,0.49066734,0.46954513,0.3474747,0.49222285,0.46388584,0.34792316,0.4974438,0.3010088,0.34764397,0.50251734,0.3874493,0.34759098,0.5159651,0.31593984,0.38306114,0.50230575,0.4248763,0.38262755,0.5246911,0.47315708,0.3602887,0.5041878,0.20547888,0.34317917,0.54709697,0.21611474,0.33622026,0.50491667,0.16889092,0.32345474,0.5396129,0.12641248,0.52050346,0.49762997,0.49954125,0.5142293,0.52660763,0.40888205,0.5993503,0.5075849,0.38815847,0.592055,0.52397174,0.35178912,0.6725671,0.51443774,0.34545445,0.6765194,0.53181875,0.3182552
0.37239182,0.48494363,0.42873466,0.36443827,0.4863988,0.40795574,0.3647284,0.49194953,0.2693875,0.36500737,0.49821526,0.34094787,0.36424136,0.5138111,0.2723309,0.3960386,0.49772274,0.3914771,0.39506873,0.52700603,0.41020408,0.3792116,0.50858945,0.17238429,0.34457606,0.55413353,0.21571572,0.35503837,0.50167125,0.14923845,0.35209894,0.5290946,0.16107774,0.521065,0.49903345,0.46953037,0.51274943,0.5319689,0.50469714,0.6012846,0.50758725,0.36250675,0.59534436,0.52577364,0.37991634,0.6733438,0.51440114,0.28426272,0.67931765,0.5324632,0.3376819
0.37501523,0.48643947,0.4446944,0.3672813,0.48848563,0.46179453,0.36791524,0.49325466,0.30199784,0.36769637,0.50172997,0.38243866,0.36747247,0.51500434,0.2912918,0.40151605,0.5025885,0.39022672,0.3986894,0.5260636,0.42748615,0.3804475,0.5060547,0.16896504,0.35678464,0.5406953,0.17404096,0.3562879,0.50016236,0.15716824,0.3548664,0.52567494,0.15381883,0.52410305,0.50152504,0.47279498,0.51459134,0.5304239,0.47142974,0.60187656,0.5090331,0.38102466,0.5968647,0.5261029,0.36628973,0.6740994,0.51728404,0.29366943,0.6805493,0.5325108,0.32832724
0.37078688,0.48171157,0.409675,0.3635484,0.48422384,0.39471883,0.36459154,0.48810977,0.27523872,0.36252844,0.50372475,0.3437315,0.36290678,0.5120985,0.24074133,0.39106703,0.5099231,0.3698104,0.39176044,0.5216069,0.33479032,0.38615975,0.5186859,0.16552459,0.3661778,0.53581107,0.15452407,0.37407184,0.5056394,0.14761366,0.36444482,0.5204774,0.14472775,0.5196589,0.50494134,0.43169954,0.510542,0.52719563,0.4614364,0.5986466,0.50958574,0.40352187,0.58951324,0.5251045,0.32919315,0.6890134,0.5214573,0.35466537,0.6802737,0.5329778,0.31487256
0.35127303,0.48011774,0.41482085,0.34264243,0.4835595,0.38758203,0.34439573,0.48669824,0.27277124,0.3393662,0.50549275,0.32807827,0.34126836,0.5104202,0.24779385,0.3739171,0.51632816,0.3782068,0.37660512,0.51983553,0.40588486,0.38970825,0.52855587,0.18071796,0.3740993,0.53778577,0.16186616,0.36332965,0.50928634,0.15284958,0.36977464,0.5207951,0.16007312,0.51565105,0.50992215,0.44076663,0.50901747,0.52295285,0.4295476,0.59383595,0.510389,0.4236804,0.5777131,0.5256152,0.41658857,0.6886734,0.5225431,0.32535473,0.67751473,0.5318343,0.27484712
0.34754634,0.48378205,0.43157774,0.33222273,0.48909825,0.5171162,0.3345545,0.49166763,0.37767676,0.33884007,0.5074501,0.30712563,0.34015423,0.51207185,0.2263769,0.37176466,0.51649785,0.3889936,0.37455988,0.51973253,0.39540863,0.36297402,0.53428155,0.16174076,0.3523094,0.54664874,0.17444505,0.33830875,0.50775164,0.12205868,0.3425629,0.52179754,0.14739966,0.5125794,0.5070131,0.45336238,0.5066426,0.52303493,0.4223613,0.59317964,0.50999606,0.40686113,0.57871723,0.5273734,0.4007065,0.6720578,0.5197441,0.28035423,0.6760906,0.53080404,0.29037875
0.34450305,0.48494238,0.43568078,0.3281881,0.49062067,0.4958561,0.3302545,0.4930883,0.35567605,0.33765513,0.50917494,0.29734468,0.3383684,0.5139766,0.20393036,0.3662189,0.51777554,0.37202135,0.3696868,0.5204937,0.35606465,0.34746385,0.5440664,0.19221756,0.35368842,0.549364,0.1850194,0.33405074,0.5208018,0.16303842,0.32517177,0.5391068,0.12746835,0.5075487,0.5049323,0.48352563,0.5020186,0.5224795,0.4048824,0.5854713,0.50734,0.38278872,0.5766341,0.52833575,0.4251207,0.681643,0.5212323,0.32252896,0.6735572,0.5317968,0.28073695
0.33557242,0.4881122,0.5124922,0.32680458,0.4937815,0.4932338,0.3281411,0.4951584,0.36621854,0.32017025,0.5162572,0.4801699,0.32910314,0.51458013,0.2735474,0.3664543,0.5186988,0.42692354,0.3705511,0.5147578,0.37511012,0.33777255,0.5447852,0.21429873,0.3331561,0.5431582,0.19617721,0.31144243,0.5230465,0.16870114,0.30220607,0.5210203,0.15271726,0.51009893,0.50687146,0.47691733,0.5055167,0.5212352,0.41865575,0.588596,0.5095035,0.4052407,0.5801268,0.5261423,0.3221732,0.67964566,0.52484584,0.32045025,0.67148894,0.5345909,0.2653035
0.34579062,0.49128872,0.441596,0.33144897,0.49713266,0.4895368,0.33277965,0.49885356,0.3921407,0.3422513,0.51411974,0.33600086,0.34275362,0.51488507,0.2601786,0.37374195,0.5176048,0.42488313,0.3773938,0.51625216,0.43024355,0.33881927,0.5386256,0.21162917,0.34247512,0.5366514,0.19340828,0.31256562,0.50687945,0.14288974,0.30401003,0.5183836,0.14602037,0.5117799,0.5077803,0.44918564,0.5076051,0.52206534,0.4198921,0.58950245,0.5103577,0.4188823,0.5818951,0.52678084,0.3181441,0.6769047,0.5245693,0.331766,0.66959834,0.53433233,0.2642758
0.3472893,0.48840734,0.49585035,0.33143812,0.49449146,0.52301055,0.33285242,0.49645668,0.40959367,0.34017545,0.514459,0.3176517,0.34082863,0.5158796,0.23024331,0.37102494,0.5167314,0.42942247,0.37576956,0.5191579,0.433514,0.33920425,0.5373063,0.19846381,0.3440041,0.5381521,0.17222652,0.31928948,0.5006361,0.13843782,0.3249979,0.514619,0.1278704,0.51105535,0.50928605,0.45361024,0.50778496,0.523707,0.44219443,0.58217484,0.50439334,0.36232883,0.5767046,0.523738,0.43130723,0.67591494,0.5245533,0.31964597,0.6690895,0.5335856,0.27922583
0.34633195,0.49355298,0.45591602,0.32813865,0.49300942,0.41547078,0.33203256,0.5010717,0.39410493,0.32388994,0.519241,0.48704332,0.34030876,0.517961,0.21570115,0.37061787,0.5163029,0.4315782,0.37575972,0.5214778,0.4323177,0.3266697,0.50032294,0.2642869,0.34279412,0.53879917,0.1766298,0.3218962,0.49590188,0.17425166,0.32369274,0.5333159,0.119417265,0.5116379,0.5097878,0.4621192,0.5087056,0.5271993,0.49071264,0.58829784,0.50769496,0.40520605,0.58213973,0.52552104,0.34354734,0.6737806,0.52336884,0.33471772,0.66702676,0.533267,0.30250257
0.33607787,0.49742648,0.5253054,0.3250901,0.4959354,0.4333768,0.3271977,0.49730778,0.36279342,0.3219996,0.52071494,0.46480435,0.32179576,0.51530266,0.4003931,0.36503005,0.5215925,0.44068688,0.36829287,0.51958287,0.3661327,0.33717558,0.53870916,0.22871909,0.33994585,0.5369377,0.19325604,0.32001656,0.50194514,0.27736613,0.32368904,0.51405925,0.13521989,0.50495434,0.50912505,0.3843577,0.5043251,0.523106,0.46988913,0.5877564,0.5092805,0.45465922,0.5840542,0.5230906,0.36101052,0.6750885,0.5251298,0.36715966,0.6707157,0.53491175,0.32474717
0.33462387,0.4988092,0.48813206,0.3239045,0.49695385,0.45949903,0.32613525,0.49757612,0.37196535,0.32582334,0.5212799,0.33302987,0.3216712,0.51560456,0.38513082,0.36425385,0.5233679,0.42498484,0.3678059,0.5180743,0.365434,0.33670336,0.5383659,0.23830256,0.34015882,0.5341798,0.19058283,0.31593415,0.5031154,0.27658474,0.32047606,0.49457836,0.3139678,0.5004076,0.51126325,0.40695485,0.50052154,0.5217089,0.43805853,0.5806817,0.5081003,0.46342927,0.5790956,0.52275556,0.34913063,0.6737479,0.525739,0.38352388,0.66972727,0.5343464,0.33620918
0.33655834,0.49628878,0.5334183,0.3239194,0.4953713,0.442593,0.32755476,0.49683338,0.36853877,0.320103,0.51994395,0.45721993,0.3306373,0.51869345,0.25934744,0.36172634,0.5198102,0.39684924,0.36775398,0.5205964,0.36864343,0.333778,0.50417465,0.29786554,0.36738902,0.51251364,0.18316495,0.329346,0.5002835,0.2809149,0.33477125,0.49415442,0.3054329,0.49917495,0.51039875,0.3752406,0.49867114,0.52259433,0.4227699,0.5787921,0.5112814,0.47666413,0.5732603,0.5234709,0.41950828,0.68206733,0.5280732,0.39428756,0.6759008,0.5367315,0.31858104
0.33154285,0.49843186,0.48807132,0.31916136,0.4962874,0.41821164,0.32272,0.4982744,0.33712083,0.31358093,0.5193552,0.41367456,0.31630537,0.5154176,0.35982648,0.35264096,0.52427363,0.41530818,0.3597072,0.5263487,0.46888435,0.36646363,0.52620834,0.17716861,0.36951515,0.53104895,0.17498732,0.33787474,0.50059706,0.27391973,0.3509624,0.5171906,0.1512657,0.4934066,0.51248443,0.39050263,0.49259716,0.5257919,0.5224081,0.5761362,0.51022995,0.51288617,0.5688185,0.52505875,0.42262486,0.6734161,0.5269327,0.37423968,0.6660974,0.53649795,0.33450836
0.32907102,0.4896172,0.48847112,0.31703892,0.4938229,0.5628556,0.31955367,0.49630484,0.4223731,0.30776995,0.5139366,0.393836,0.3117708,0.515329,0.28607246,0.3386246,0.5219453,0.34591976,0.33967012,0.5246825,0.45887527,0.3684481,0.52334344,0.16765925,0.3947038,0.51207244,0.24707177,0.35622203,0.5001888,0.2576786,0.35592744,0.51510304,0.14157027,0.48897538,0.5123614,0.42104068,0.48732662,0.52609926,0.5144868,0.57462573,0.5099663,0.50341153,0.560637,0.52521026,0.39091054,0.6712812,0.52438605,0.3963983,0.66412413,0.534445,0.37014136
0.33998117,0.4920877,0.5043226,0.33183348,0.49521238,0.50640035,0.33359274,0.49733302,0.40172508,0.32112706,0.517575,0.45461786,0.33072233,0.51654047,0.24045609,0.35196492,0.52452713,0.39068234,0.3570158,0.5223122,0.42857146,0.34060657,0.5057913,0.26015174,0.36492428,0.49682888,0.31747496,0.33553535,0.5014693,0.24201825,0.3396657,0.49583775,0.282136,0.49511683,0.51667625,0.43711206,0.4930919,0.5250321,0.5279423,0.57852036,0.51202476,0.5091905,0.5666169,0.5239822,0.4259118,0.67185676,0.5275404,0.4211208,0.66583115,0.5353451,0.3712377
0.32860044,0.49438176,0.49535576,0.31628865,0.4984762,0.55731755,0.3183565,0.50103784,0.43585718,0.31244922,0.5174713,0.41683763,0.31340057,0.5137193,0.352916,0.35126683,0.52346885,0.45223755,0.35741508,0.52506214,0.46171302,0.36757764,0.5274172,0.182928,0.3705638,0.53129333,0.17702024,0.3373143,0.5038712,0.15633743,0.34621078,0.51652235,0.14433278,0.49525902,0.514332,0.4252069,0.49418283,0.52749026,0.55087245,0.5816213,0.5121255,0.46959117,0.57171804,0.5270986,0.4347025,0.6676283,0.5287025,0.40880337,0.66209227,0.5335984,0.3492735
0.32621127,0.4991187,0.5732643,0.31381676,0.49585876,0.4101961,0.31893137,0.5036808,0.46718296,0.31471527,0.5167128,0.42108685,0.31913412,0.5157271,0.37079823,0.35730153,0.5242982,0.46179026,0.3634056,0.5178913,0.4631391,0.33026856,0.5079182,0.2753849,0.34973937,0.5407685,0.16695978,0.315987,0.50728357,0.17844714,0.32406998,0.5182086,0.13306428,0.49617118,0.5109166,0.36703846,0.49630696,0.5236035,0.41251528,0.5841426,0.5141713,0.44389284,0.57810163,0.5270268,0.45358318,0.670184,0.5291281,0.43598306,0.66604245,0.5355652,0.333885
0.33693844,0.49669713,0.5264518,0.32398722,0.49534938,0.39138502,0.32811138,0.4982316,0.33661506,0.31858438,0.516747,0.4377676,0.32219553,0.5168734,0.402952,0.36321247,0.51668996,0.36297172,0.36818326,0.5249245,0.3565675,0.34535012,0.5002923,0.24699154,0.36720237,0.53132,0.16801375,0.3288941,0.50025403,0.17405313,0.32868534,0.5388593,0.15424411,0.4981383,0.5133838,0.45685872,0.49532467,0.5300954,0.4298283,0.58312905,0.5139247,0.4299551,0.5767536,0.5310781,0.36965522,0.6796307,0.53008455,0.35031992,0.67400324,0.54060763,0.28858867
0.33582422,0.49756795,0.52135825,0.32463974,0.49593744,0.4067415,0.32739335,0.49729943,0.3600926,0.3219636,0.519388,0.49176157,0.3291951,0.51525664,0.32490873,0.36285233,0.5192113,0.38284785,0.36735818,0.5219008,0.36823156,0.3229171,0.5026491,0.2868562,0.3397585,0.5444758,0.1910991,0.28898358,0.511395,0.24595243,0.31342733,0.49638838,0.2737096,0.49637705,0.51436126,0.4128864,0.49674308,0.52978593,0.4703248,0.5812855,0.5133078,0.4199961,0.57353884,0.53211963,0.46653843,0.67261904,0.5276805,0.3649474,0.6704489,0.5411257,0.2565192
0.33872795,0.49139452,0.55658823,0.326239,0.4922809,0.42243236,0.3301254,0.49473995,0.41540095,0.32214332,0.5182643,0.5277884,0.33123603,0.5110361,0.37411374,0.35998613,0.53052914,0.4400618,0.3677163,0.5144989,0.3650506,0.31810513,0.5195062,0.21784608,0.33950123,0.52060616,0.15260088,0.27969047,0.5174121,0.23414692,0.28319222,0.50851536,0.23144554,0.49629086,0.51767576,0.4709087,0.49536926,0.52490735,0.4407331,0.57784134,0.51588583,0.41615072,0.5729629,0.5315708,0.4883157,0.67586434,0.5323792,0.40335488,0.67683494,0.5422678,0.29150206
0.3247919,0.49850926,0.5419621,0.31176302,0.49703702,0.49468824,0.31618598,0.50272024,0.46673286,0.31067294,0.5206975,0.42789698,0.31630692,0.5142541,0.42298347,0.35399467,0.5349014,0.48802206,0.36246884,0.51029754,0.5504347,0.34342143,0.55443597,0.2366107,0.37201545,0.500106,0.20834027,0.30700696,0.52992314,0.17187211,0.3135508,0.4952649,0.25169495,0.49501246,0.51582867,0.48164654,0.49577343,0.51835597,0.41542822,0.5824153,0.5207453,0.35841107,0.57757336,0.5318013,0.46140158,0.6812054,0.53667426,0.43906984,0.6755857,0.5418891,0.32152626
0.3152922,0.49544787,0.5562923,0.30456066,0.49840257,0.47232622,0.30649996,0.4985605,0.42099577,0.30287173,0.51685965,0.3497708,0.30708504,0.5117964,0.3763829,0.3459147,0.52815515,0.38563597,0.35272953,0.5148028,0.44013155,0.37260276,0.545718,0.20902617,0.4006486,0.511732,0.21932322,0.35985744,0.52781135,0.20819914,0.36942476,0.5102315,0.19709677,0.49332565,0.5197674,0.46845466,0.49251193,0.5285207,0.5585227,0.5820075,0.52061397,0.44553915,0.57067776,0.53696054,0.46266267,0.6816804,0.536083,0.41323417,0.6691322,0.5436195,0.32432434
0.31692177,0.4938327,0.5676168,0.30579337,0.49724925,0.49514413,0.3083124,0.49705327,0.45745367,0.30176967,0.51688737,0.32851854,0.3073766,0.5095625,0.38145128,0.34387726,0.5309944,0.37094155,0.35309958,0.51125824,0.45813632,0.39080238,0.5435762,0.2535556,0.40389413,0.51169527,0.31273016,0.36083484,0.5322681,0.2429888,0.38689047,0.5146081,0.2563438,0.49275714,0.522153,0.48270586,0.49336705,0.5203568,0.49883983,0.57193154,0.52164495,0.5393122,0.56977385,0.5285113,0.44196397,0.68082184,0.53768986,0.41059726,0.67472833,0.54191375,0.27258503
0.31801307,0.48978502,0.5605978,0.30652314,0.49383193,0.51865613,0.30925673,0.49307543,0.47615638,0.3019585,0.5156729,0.35585254,0.30749768,0.50723374,0.40274844,0.34661064,0.53219366,0.39113328,0.35616475,0.5098345,0.45780236,0.37373626,0.5523986,0.2144581,0.4009806,0.515081,0.23461008,0.3574613,0.5342069,0.19979706,0.36950338,0.51359713,0.19410868,0.49446747,0.5186407,0.4589464,0.49463496,0.5245868,0.53795683,0.58093995,0.5208622,0.42236656,0.5685359,0.5326909,0.4368575,0.6809882,0.5350849,0.40375283,0.66880655,0.5414167,0.28780127
0.33521897,0.49317193,0.5281806,0.3210709,0.49620807,0.55134654,0.3244676,0.49545902,0.5062516,0.31315345,0.51425433,0.46379772,0.31920138,0.508042,0.48430517,0.35816404,0.5293629,0.4060353,0.3688854,0.5133698,0.45239207,0.3287595,0.5601986,0.19797154,0.3924185,0.5172409,0.24711248,0.3132795,0.52999705,0.16083285,0.32122362,0.5234705,0.112799816,0.49929267,0.51940334,0.43646663,0.49855956,0.5295259,0.4467566,0.5793803,0.5193929,0.41560966,0.5675746,0.5343621,0.4257058,0.6790811,0.533188,0.3891046,0.6726517,0.5430002,0.21474963
0.34461945,0.4852196,0.3821162,0.32366347,0.4886331,0.3939864,0.32014725,0.48900115,0.44664142,0.3167233,0.51336265,0.28637072,0.31122604,0.5119679,0.33113384,0.35300058,0.52862567,0.36319438,0.35882506,0.5192689,0.39447233,0.39421833,0.53756636,0.19369361,0.4086554,0.52069724,0.25890347,0.3765564,0.53397113,0.18615499,0.3838706,0.52893937,0.16611272,0.50046015,0.5212145,0.41742977,0.49715996,0.5311882,0.42630872,0.583776,0.5193365,0.38129768,0.56830037,0.5324558,0.3833544,0.6800829,0.53499347,0.400839,0.66759723,0.5450392,0.26215145
0.32900062,0.48989314,0.46279192,0.31138974,0.49211866,0.5469804,0.31464627,0.4933313,0.4529971,0.30364197,0.5155043,0.39549917,0.3093476,0.5136773,0.3548408,0.3509062,0.53233916,0.38797358,0.35958928,0.51910424,0.43718958,0.37792036,0.5475259,0.21271001,0.39962494,0.51770014,0.24724549,0.3584112,0.53378266,0.23125128,0.3668536,0.5251945,0.20944351,0.49197492,0.52642524,0.4129615,0.49038345,0.53184617,0.4923062,0.57976353,0.52055824,0.38638446,0.5677632,0.53323364,0.3763455,0.6793996,0.53500414,0.3790187,0.6676369,0.54426944,0.2628965
0.3237042,0.49083096,0.4009822,0.30684066,0.4916993,0.5112343,0.30922914,0.49207848,0.42822084,0.30057955,0.5140489,0.35515127,0.30455318,0.50846183,0.3339901,0.3416435,0.5324297,0.34954968,0.34780765,0.5146769,0.3737198,0.38890636,0.54445916,0.29344144,0.39316556,0.5133753,0.27453488,0.36490732,0.53840923,0.2704583,0.37163866,0.5177211,0.21256165,0.48300862,0.52985954,0.3835441,0.48488408,0.5304973,0.5144857,0.57034695,0.52277,0.4920607,0.5681816,0.5335374,0.37217855,0.6752154,0.53546363,0.34855917,0.6666031,0.54122186,0.28285325
0.313316,0.49473846,0.5531199,0.30357286,0.49753222,0.47846645,0.30550236,0.49804658,0.40125597,0.29800895,0.5171461,0.31201518,0.30175555,0.5114789,0.30778438,0.33960098,0.53235286,0.33931774,0.34022725,0.51535285,0.4826609,0.39104265,0.54258347,0.285532,0.39448914,0.51144326,0.27035314,0.36622608,0.5336982,0.2608279,0.38568255,0.51400846,0.23303036,0.4835682,0.5274839,0.36359596,0.4851049,0.5282639,0.5023201,0.5717084,0.5233028,0.52635,0.5691864,0.5322438,0.36073622,0.67588896,0.5368849,0.33453596,0.6666473,0.541005,0.29069284
0.31870407,0.5023322,0.53899634,0.30778947,0.49772105,0.40793446,0.31103814,0.49734133,0.40168938,0.30463338,0.5174666,0.36574775,0.30911654,0.5111195,0.40641078,0.34761557,0.5319529,0.41787216,0.35389763,0.5134884,0.458114,0.3743918,0.54857093,0.2311719,0.39393926,0.5105814,0.2812299,0.36112282,0.53401566,0.23314871,0.37057465,0.5129819,0.20838705,0.48576474,0.528764,0.36768448,0.48682913,0.53101516,0.54548687,0.57161653,0.5224751,0.48801556,0.56757534,0.53432655,0.3448156,0.6699153,0.5391379,0.3766568,0.66199493,0.54114896,0.27760836
0.3220634,0.49884078,0.5455321,0.31014854,0.49551615,0.3805569,0.3133844,0.49980444,0.43986097,0.3065303,0.516091,0.39066967,0.31166795,0.5079468,0.4342529,0.35036215,0.5335039,0.4304069,0.35757065,0.5105017,0.48609954,0.3905697,0.5440586,0.28327006,0.39802247,0.51146024,0.25106403,0.36745757,0.5410216,0.2373089,0.38763687,0.51913005,0.26610827,0.48679775,0.5295612,0.38211757,0.48924047,0.52728933,0.5415688,0.57167053,0.52576137,0.5042483,0.5710232,0.53455657,0.37026566,0.6716184,0.54099977,0.38127384,0.6653602,0.5414548,0.2645936
0.33392894,0.50065917,0.43295422,0.32210597,0.4971298,0.32523647,0.32572347,0.5021662,0.38577297,0.31549996,0.5122708,0.45817527,0.31993005,0.51054215,0.4428199,0.36598086,0.5271745,0.39719328,0.36636016,0.51673365,0.30892527,0.38980147,0.54368436,0.26997545,0.3958664,0.5254997,0.3003112,0.37907887,0.539621,0.24269795,0.38232058,0.5307241,0.2290005,0.49311668,0.52524096,0.42037678,0.4914165,0.5349879,0.5051625,0.5764261,0.5252366,0.49650237,0.571735,0.5386815,0.38974655,0.67234075,0.5377214,0.35627747,0.6646154,0.5411811,0.25522947
0.32960048,0.49754748,0.42794207,0.3168406,0.49925706,0.48682028,0.320162,0.49884337,0.44881228,0.30975708,0.5140557,0.44072646,0.31546825,0.5078814,0.48626825,0.35569388,0.5347073,0.4174593,0.3647309,0.51092577,0.49723786,0.3921817,0.548296,0.2924074,0.39742097,0.51888645,0.25190526,0.35993934,0.54212534,0.23950008,0.36574608,0.5275488,0.23290835,0.49236974,0.5244669,0.44417694,0.4935683,0.5293201,0.5364674,0.5761391,0.52746046,0.5215738,0.5729034,0.5388944,0.44848403,0.6762271,0.53952086,0.3516961,0.6690726,0.54248977,0.24687484
0.32672012,0.49852264,0.39334658,0.3161707,0.5000018,0.46774733,0.31912827,0.49858248,0.41415757,0.31212848,0.5156462,0.42242736,0.3170367,0.5092597,0.48071045,0.36473435,0.5347125,0.4082643,0.36671472,0.51167,0.4953871,0.37123716,0.5576112,0.23727502,0.38877517,0.5150441,0.24590878,0.33785212,0.54488957,0.21266739,0.34174466,0.51805806,0.17551413,0.49502024,0.52690107,0.4605305,0.49458718,0.53119946,0.5166826,0.5770018,0.52776426,0.51396024,0.57162523,0.5391307,0.43089288,0.67549324,0.5398029,0.35871232,0.6679356,0.54330987,0.25781432
0.33295894,0.50141627,0.43502024,0.3225236,0.4974839,0.35777298,0.3262309,0.5024951,0.43066984,0.31676584,0.51520026,0.49710456,0.32086322,0.5079845,0.4951651,0.36778936,0.52989554,0.4480241,0.36960125,0.5134501,0.5070153,0.38520977,0.544058,0.27546674,0.38919878,0.5172206,0.25770363,0.35308477,0.5394244,0.21495858,0.3394032,0.5264889,0.16370808,0.49731487,0.5267695,0.49222732,0.49504745,0.531731,0.4863747,0.5788233,0.5285392,0.5321196,0.572793,0.53946173,0.45849565,0.6750636,0.5404341,0.3636734,0.6617355,0.54599726,0.22789271
0.33163923,0.49785316,0.3982352,0.32515103,0.5001642,0.3996031,0.3274255,0.4983353,0.34920296,0.3267508,0.5171633,0.36966437,0.32982945,0.50631034,0.38389158,0.37199783,0.5339786,0.48196557,0.37698862,0.51089257,0.4739856,0.3835194,0.5451626,0.24999541,0.38845396,0.5120951,0.23084176,0.34411702,0.5490191,0.21350692,0.3298756,0.5271236,0.16597018,0.4996836,0.5259768,0.50829476,0.49828213,0.53021693,0.49388558,0.57957447,0.5282036,0.51942235,0.575771,0.53993386,0.45228797,0.6756437,0.5392322,0.38509476,0.6692766,0.54141545,0.27787387
0.32487792,0.50184745,0.42786878,0.3137241,0.5028147,0.4990414,0.31683782,0.4996105,0.43399712,0.3204683,0.5190698,0.3282314,0.3177998,0.50423026,0.49760598,0.3673595,0.5363349,0.45005727,0.37220046,0.5054863,0.4218129,0.35235357,0.5625645,0.24650772,0.373115,0.50605935,0.21246892,0.32667822,0.55165917,0.2447183,0.31301674,0.5254359,0.21663809,0.49745995,0.5253366,0.48441252,0.4971549,0.5276457,0.45958042,0.5786189,0.5282439,0.5104766,0.57626396,0.53941274,0.44177452,0.6714911,0.5407362,0.27778295,0.66916895,0.54118633,0.27659282
0.32328027,0.50160086,0.41540045,0.31100905,0.50406545,0.51447976,0.3140286,0.5003716,0.44763774,0.3126684,0.5193101,0.46286243,0.3166593,0.5067589,0.5224038,0.36581478,0.5367724,0.44766036,0.37136406,0.5087655,0.44524804,0.33329105,0.56934714,0.28551826,0.36558324,0.50595593,0.2284656,0.30407965,0.55307615,0.29621917,0.30798376,0.52293247,0.23014462,0.49890897,0.52491283,0.5120175,0.49901462,0.5287887,0.5068002,0.57967055,0.5284435,0.48536593,0.57876694,0.5413993,0.42932838,0.678452,0.5402465,0.35853666,0.67413414,0.54181296,0.26897982
